現チーム,選手名,年俸,SS,守備,数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国人,地域,2020年打席あり,2019年打席あり,2018年打席あり,2020打率,2020試合,2020打席数,2020打数,2020得点,2020安打,2020二塁打,2020三塁打,2020本塁打,2020塁打,2020打点,2020盗塁,2020盗塁刺,2020犠打,2020犠飛,2020四球,2020敬遠,2020死球,2020三振,2020併殺打,2020出塁率,2020長打率,2019打率,2019試合,2019打席数,2019打数,2019得点,2019安打,2019二塁打,2019三塁打,2019本塁打,2019塁打,2019打点,2019盗塁,2019盗塁刺,2019犠打,2019犠飛,2019四球,2019敬遠,2019死球,2019三振,2019併殺打,2019出塁率,2019長打率,2018打率,2018試合,2018打席数,2018打数,2018得点,2018安打,2018二塁打,2018三塁打,2018本塁打,2018塁打,2018打点,2018盗塁,2018盗塁刺,2018犠打,2018犠飛,2018四球,2018敬遠,2018死球,2018三振,2018併殺打,2018出塁率,2018長打率
巨人,岡本　和真,"210,000,000",1,内野手,7,24,1996/6/30,185,96,A,右右,奈良,0,関西,1,1,1,0.275,118,500,440,79,121,26,0,31,240,97,2,0,0,0,55,2,5,85,10,0.362,0.545,0.265,143,628,555,84,147,29,0,31,269,94,3,0,2,3,62,3,6,132,15,0.343,0.485,0.309,143,616,540,82,167,26,0,33,292,100,2,1,0,0,72,1,4,120,11,0.394,0.541
巨人,梶谷　隆幸,"200,000,000",1,外野手,15,32,1988/8/28,180,88,A,右左,島根,0,中国,1,1,1,0.323,109,482,433,88,140,29,1,19,228,53,14,8,1,2,45,3,1,85,4,0.387,0.527,0.215,41,110,93,13,20,5,0,5,40,15,3,0,1,0,16,1,0,20,1,0.33,0.43,0.268,41,137,127,21,34,8,0,8,66,18,5,2,0,0,8,0,2,21,1,0.321,0.52
巨人,デラロサ,"160,000,000",1,投手,3,32,1989/3/4,183,95,不明,右右,ドミニカ共和国,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,炭谷　銀仁朗,"150,000,000",1,捕手,16,33,1987/7/19,181,98,O,右右,京都,0,関西,1,1,1,0.18,56,114,100,4,18,2,0,1,23,7,0,0,3,1,8,2,2,23,3,0.252,0.23,0.262,58,138,126,17,33,4,0,6,55,26,0,0,2,1,7,1,2,28,4,0.309,0.437,0.248,47,135,129,10,32,8,0,0,40,9,0,0,3,0,2,0,1,30,3,0.265,0.31
巨人,テームズ,"125,000,000",1,外野手,1,34,1986/11/10,180,106,不明,右左,アメリカ,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,亀井　善行,"110,000,000",1,外野手,17,38,1982/7/28,178,82,AB,右左,奈良,0,関西,1,1,1,0.255,51,156,141,21,36,7,0,2,49,17,0,1,1,2,11,0,1,21,3,0.31,0.348,0.284,131,503,450,67,128,27,2,13,198,55,9,1,3,5,45,3,0,91,6,0.346,0.44,0.254,123,461,422,47,107,20,0,13,166,49,4,0,0,1,36,2,2,70,6,0.315,0.393
巨人,井納　翔一,"100,000,000",1,投手,9,34,1986/5/1,188,94,A,右右,東京,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,小林　誠司,"100,000,000",1,捕手,8,31,1989/6/7,178,86,O,右右,大阪,0,関西,1,1,1,0.056,10,21,18,1,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0,0.15,0.056,0.244,92,236,213,20,52,6,0,2,64,19,1,0,11,1,7,0,4,48,12,0.28,0.3,0.219,119,313,265,22,58,9,0,2,73,26,0,0,16,1,27,5,4,58,8,0.3,0.275
巨人,中川　皓太,"75,000,000",1,投手,6,27,1994/2/24,183,86,A,左左,大阪,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,高梨　雄平,"70,000,000",1,投手,5,28,1992/7/13,175,81,O,左左,埼玉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,ビエイラ,"70,000,000",1,投手,2,28,1993/1/7,193,113,不明,右右,ブラジル,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,鍵谷　陽平,"65,000,000",1,投手,9,30,1990/9/23,178,86,O,右右,北海道,0,北海道,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,中島　宏之,"50,000,000",1,内野手,19,38,1982/7/31,180,90,A,右右,兵庫,0,関西,1,1,1,0.297,100,312,279,19,83,13,0,7,117,29,0,3,0,1,31,0,1,59,11,0.369,0.419,0.148,43,65,54,5,8,4,0,1,15,5,1,0,0,1,9,0,1,21,1,0.277,0.278,0.289,77,251,225,13,65,7,0,5,87,34,0,0,1,1,21,2,3,38,8,0.356,0.387
巨人,ウィーラー,"50,000,000",1,内野手,7,34,1987/1/16,178,100,不明,右右,アメリカ,1,海外,1,1,1,0.247,98,288,263,26,65,9,0,12,110,36,3,3,0,1,22,1,2,47,6,0.309,0.418,0.243,117,472,411,53,100,15,0,19,172,67,3,5,0,10,43,0,8,96,22,0.32,0.418,0.269,106,413,368,36,99,15,0,15,159,58,3,1,0,5,33,3,7,91,13,0.337,0.432
巨人,大城　卓三,"45,000,000",0,捕手,4,28,1993/2/11,187,90,B,右左,沖縄,0,九州・沖縄,1,1,1,0.27,93,308,274,30,74,10,1,9,113,41,1,0,1,3,30,6,0,82,1,0.339,0.412,0.265,109,329,294,19,78,16,1,6,114,30,0,1,5,1,25,0,4,80,7,0.33,0.388,0.265,83,202,185,19,49,12,0,4,73,17,0,1,2,0,15,3,0,46,3,0.32,0.395
巨人,大竹　寛,"45,000,000",0,投手,20,37,1983/5/21,184,96,B,右右,埼玉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,メルセデス,"40,000,000",0,投手,5,27,1994/3/8,188,82,不明,左両,ドミニカ共和国,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,吉川　尚輝,"33,000,000",0,内野手,5,26,1995/2/8,177,78,A,右左,岐阜,0,中部,1,1,1,0.274,112,389,354,47,97,16,2,8,141,32,11,3,2,0,30,4,3,60,6,0.336,0.398,0.39,11,46,41,7,16,1,0,0,17,3,1,2,2,0,3,0,0,4,1,0.432,0.415,0.253,92,355,316,51,80,16,3,4,114,29,11,4,13,2,19,0,5,61,5,0.304,0.361
巨人,野上　亮磨,"30,000,000",0,投手,13,33,1987/6/15,177,77,A,右右,福岡,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,今村　信貴,"30,000,000",0,投手,10,27,1994/3/15,180,90,AB,左左,大阪,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,重信　慎之介,"28,000,000",0,外野手,6,27,1993/4/17,173,74,A,右左,千葉,0,関東,1,1,1,0.256,60,96,90,17,23,5,1,1,33,6,5,1,0,0,6,0,0,33,1,0.302,0.367,0.266,106,174,158,25,42,7,2,2,59,16,14,3,2,3,11,1,0,43,1,0.308,0.373,0.281,60,185,167,24,47,7,5,2,70,13,6,4,6,1,11,0,0,38,1,0.324,0.419
巨人,戸郷　翔征,"26,000,000",0,投手,3,21,2000/4/4,187,78,AB,右右,宮崎,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,高木　京介,"25,000,000",0,投手,10,31,1989/9/5,183,90,AB,左左,石川,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,桜井　俊貴,"24,000,000",0,投手,6,27,1993/10/21,182,89,AB,右右,兵庫,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,増田　大輝,"22,000,000",0,内野手,6,27,1993/7/29,172,68,A,右右,徳島,0,四国,1,1,0,0.297,74,48,37,30,11,2,0,0,13,2,23,8,0,0,11,0,0,12,1,0.458,0.351,0.2,75,58,50,20,10,2,2,0,16,6,15,2,2,0,6,0,0,11,2,0.286,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巨人,畠　世周,"22,000,000",0,投手,5,26,1994/5/31,186,82,AB,右左,広島,0,中国,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,大江　竜聖,"22,000,000",0,投手,5,22,1999/1/15,173,81,A,左左,神奈川,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,若林　晃弘,"22,000,000",0,内野手,4,27,1993/8/26,180,79,A,右両,東京,0,関東,1,1,1,0.247,76,159,146,22,36,6,1,2,50,14,2,4,3,1,8,0,1,32,6,0.288,0.342,0.239,77,273,234,34,56,9,1,5,82,21,11,2,4,1,32,1,2,51,3,0.335,0.35,0.056,17,19,18,2,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0.105,0.056
巨人,松原　聖弥,"22,000,000",0,外野手,5,26,1995/1/26,173,74,O,右左,大阪,0,関西,1,0,0,0.263,86,313,278,42,73,11,5,3,103,19,12,2,4,2,29,0,0,71,4,0.33,0.371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巨人,石川　慎吾,"20,000,000",0,外野手,10,27,1993/4/27,178,80,O,右右,大阪,0,関西,1,1,1,0.244,43,47,45,2,11,1,0,2,18,7,0,0,0,0,2,0,0,12,1,0.277,0.4,0.257,55,76,70,12,18,2,0,4,32,10,0,0,0,0,6,1,0,14,2,0.316,0.457,0.192,17,28,26,1,5,1,1,0,8,0,0,0,0,0,2,0,0,6,1,0.25,0.308
巨人,髙橋　優貴,"19,200,000",0,投手,3,24,1997/2/1,178,82,B,左左,茨城,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,戸根　千明,"18,000,000",0,投手,7,28,1992/10/17,174,100,A,左左,京都,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,立岡　宗一郎,"17,000,000",0,外野手,13,30,1990/5/18,181,82,A,右左,熊本,0,九州・沖縄,1,1,1,0.261,29,27,23,5,6,0,1,1,11,4,1,0,0,0,4,1,0,6,1,0.37,0.478,0.286,25,16,14,4,4,2,0,0,6,1,3,0,0,0,2,0,0,4,0,0.375,0.429,0.231,42,60,52,10,12,0,0,0,12,5,4,0,0,0,7,0,1,11,2,0.333,0.231
巨人,廣岡　大志,"16,000,000",0,内野手,6,24,1997/4/9,183,81,O,右右,大阪,0,関西,1,1,1,0.215,87,142,121,15,26,4,0,8,54,15,4,0,3,2,16,0,0,43,4,0.302,0.446,0.203,91,243,202,32,41,6,1,10,79,25,1,1,5,1,33,0,2,77,4,0.319,0.391,0.209,45,125,115,11,24,6,0,2,36,10,0,0,4,1,5,0,0,36,2,0.24,0.313
巨人,平内　龍太,"16,000,000",0,投手,1,22,1998/8/1,185,90,A,右右,兵庫,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,岸田　行倫,"15,000,000",0,捕手,4,24,1996/10/10,176,88,A,右右,兵庫,0,関西,1,1,0,0.302,34,48,43,2,13,3,0,1,19,5,0,0,1,1,3,0,0,16,4,0.34,0.442,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巨人,北村　拓己,"15,000,000",0,内野手,4,25,1995/8/29,181,90,A,右右,石川,0,中部,1,1,1,0.227,57,88,75,9,17,2,0,2,25,10,0,0,2,0,10,1,1,24,2,0.326,0.333,0,5,7,5,3,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0.286,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,田中　豊樹,"14,000,000",0,投手,6,27,1993/12/1,180,98,AB,右右,佐賀,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,鍬原　拓也,"13,200,000",0,投手,4,25,1996/3/26,178,85,A,右右,奈良,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,古川　侑利,"13,000,000",0,投手,8,25,1995/9/8,178,86,AB,右右,佐賀,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,山崎　伊織,"12,000,000",0,投手,1,22,1998/10/10,181,75,B,右左,兵庫,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,太田　龍,"10,800,000",0,投手,2,22,1998/11/15,190,94,O,右右,鹿児島,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
巨人,ウレーニャ,"10,000,000",0,内野手,2,21,1999/5/27,183,79,不明,右右,ドミニカ共和国,1,海外,1,0,0,0.167,11,20,18,0,3,0,0,0,3,0,0,0,0,0,2,0,0,8,0,0.25,0.167,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
