,武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親,武将姓名,列伝,父親有無,母親有無,志区分
576,真柄,直隆,48,88,62,26,30,136,56,254,-,まがら,なおたか,1536年,1551年,1570年,35,-,所領拡大,突撃,速攻,全軍突撃,勲功,1,-,真柄直隆,朝倉家臣。弟・直澄とともに家中随一の剛勇の士として名を馳せる。姉川合戦で味方兵が敗走する中、徳川軍を相手に奮戦するが、子・隆基とともに戦死した。,0,0,0
577,山崎,長徳,42,46,41,36,34,88,70,199,-,やまざき,ながのり,1552年,1567年,1620年,69,-,領地保全,臨戦,万全,囮挑発,勲功,10,-,山崎長徳,朝倉家臣。主家滅亡後は明智光秀に属し本能寺の変に従軍。光秀の死後は柴田勝家に属し、賤ヶ岳合戦に従軍した。勝家の死後は前田家を経て徳川家に仕えた。,0,0,0
578,浅井,久政,35,38,47,66,57,73,123,243,浅井亮政,あざい,ひさまさ,1526年,1541年,1573年,48,-,家名存続,臨戦,万全,囮挑発,家名,3,-,浅井久政,近江の戦国大名。小谷城主。亮政の子。六角家の傘下に入る政策を採ったため家臣の不満が集まり、のちに子・長政に家督を譲った。浅井家滅亡時に自害した。,1,0,0
579,浅井,長政,83,84,77,52,62,167,114,358,浅井久政,あざい,ながまさ,1545年,1560年,1573年,29,-,湖北仁義,正道の戦,野襲,全軍突撃,家名,6,-,浅井長政,近江の戦国大名。小谷城主。久政の子。織田信長の妹・市を娶るが、朝倉家との友誼を重んじ信長と敵対。居城を攻められ、市と娘たちを信長に託し自害した。,1,0,1
580,赤尾,清綱,60,59,56,73,65,119,138,313,-,あかお,きよつな,1514年,1529年,1573年,60,-,家名存続,気勢崩し,堅固,囮挑発,家名,4,-,赤尾清綱,浅井家臣。海北綱親・雨森弥兵衛とともに「海赤雨三将」と称された。主家の居城・小谷城に赤尾曲輪を設け在番した。主家滅亡時に捕虜となり、斬首された。,0,0,0
581,阿閉,貞征,25,42,46,36,37,67,73,186,-,あつじ,さだゆき,1528年,1543年,1582年,55,-,領地保全,臨戦,万全,囮挑発,勲功,11,-,阿閉貞征,浅井家臣。山本山城主。主家滅亡後は織田信長に属す。信長の越前攻めに従軍した。本能寺の変後は明智光秀に属し、光秀の死後、子・貞大とともに殺された。,0,0,0
582,磯野,員昌,76,86,64,31,33,162,64,290,-,いその,かずまさ,1534年,1549年,1583年,50,-,家名存続,早駆け,猛攻,本陣斬込,勲功,10,-,磯野員昌,浅井家臣。佐和山城主。姉川合戦では先鋒を務めて奮戦した。のちに織田信長に降った。新庄城主となるが、勘気を蒙って所領を没収され、高野山に出奔した。,0,0,0
583,遠藤,直経,70,83,81,28,47,153,75,309,-,えんどう,なおつね,1541年,1556年,1570年,30,-,所領拡大,太鼓持ち,万全,囮挑発,勲功,4,-,遠藤直経,浅井家臣。家中随一の猛将として知られた。主君・長政に織田信長の暗殺を献策するが容れられなかった。姉川合戦の際に信長の本陣へ単身突入し、戦死した。,0,0,0
584,海北,綱親,72,48,79,58,69,120,127,326,-,かいほう,つなちか,1509年,1524年,1573年,65,-,領地保全,策士,強撃,神出鬼没,才覚,7,-,海北綱親,浅井家臣。画家・海北友松の父。豊臣秀吉が「我が軍法の師」と讃えた勇将。武者奉行を務め各地で活躍した。主家滅亡時に戦死した。「海赤雨三将」の１人。,0,0,0
585,片桐,且元,51,64,47,58,51,115,109,271,片桐直貞,かたぎり,かつもと,1556年,1571年,1615年,60,-,領地保全,突撃,速攻,全軍突撃,実利,6,-,片桐且元,豊臣家臣。賤ヶ岳七本槍の１人。主君・秀頼の傅役として主家存続のため奔走するが、徳川家康への内通疑惑により大坂城を退去した。以後は徳川家に属した。,1,0,0
586,藤堂,高虎,81,81,87,92,84,162,176,425,-,とうどう,たかとら,1556年,1570年,1630年,75,-,家名存続,采配,技巧,本陣斬込,野心,14,-,藤堂高虎,徳川家康ほか７人の主君に仕え、主君を変える度に知行を増やし、伊勢安濃津３２万石を領す。合戦では常に先鋒を務め奮戦、また多くの城の普請を担当した。,0,0,0
587,宮部,継潤,72,55,83,64,71,127,135,345,-,みやべ,けいじゅん,1528年,1543年,1599年,72,-,所領拡大,叱咤,伏兵,神出鬼没,才覚,11,-,宮部継潤,浅井家臣。はじめ比叡山の僧。主家滅亡後は織田信長に属す。羽柴秀吉率いる中国征伐軍の先鋒を務め、因幡鳥取城主となった。晩年は秀吉の御咄衆となった。,0,0,0
588,石田,三成,70,63,78,97,90,133,187,398,石田正継,いしだ,みつなり,1560年,1575年,1600年,41,-,大一大万大吉,文治の力,合流,軍師看破,仁義,6,-,石田三成,豊臣家臣。五奉行の１人として国政に参画。主君・秀吉の死後、西軍を指揮して徳川家康と関ヶ原で戦うが、諸将の統制をとれずに敗れ、京都で斬首された。,1,0,1
589,大谷,吉継,90,70,89,78,81,160,159,408,-,おおたに,よしつぐ,1559年,1574年,1600年,42,-,断金の契り,衆寡奮迅,参謀,神出鬼没,仁義,4,-,大谷吉継,豊臣家臣。関ヶ原合戦で西軍に属す。親友・石田三成のために病をおして奮戦、藤堂高虎の軍を撃退するが、寝返った小早川秀秋軍に攻められ敗北、自害した。,0,0,1
590,大野,治長,32,32,47,55,49,64,104,215,大野佐渡守,おおの,はるなが,1570年,1585年,1615年,46,-,家名存続,気勢崩し,堅固,囮挑発,家名,4,-,大野治長,豊臣家臣。片桐且元が大坂城を退去した後、大坂城内を取りまとめる。大坂の陣では豊臣方の指導者的役割を果たした。大坂城落城の際、主君・秀頼に殉じた。,1,0,0
591,木村,重成,59,71,55,32,40,130,72,257,木村定光,きむら,しげなり,1593年,1608年,1615年,23,-,所領拡大,先行突貫,速攻,全軍突撃,勲功,2,-,木村重成,豊臣家臣。定光の子という。主君・秀頼の乳兄弟で、小姓を務めた。徳川家との和睦の際は豊臣家の使者を務めた。大坂夏の陣で井伊直孝軍と戦い、戦死した。,1,0,0
592,田中,吉政,54,55,50,60,54,109,114,273,-,たなか,よしまさ,1548年,1563年,1609年,62,-,家名存続,気勢崩し,堅固,囮挑発,勲功,9,-,田中吉政,豊臣家臣。はじめ宮部継潤に属す。豊臣秀次の家老を務め三河岡崎５万石を領した。関ヶ原合戦では東軍に属し石田三成を捕らえ、筑後柳川３２万石を領した。,0,0,0
593,長束,正家,26,30,35,87,59,56,146,237,-,なつか,まさいえ,1556年,1571年,1600年,45,-,領地保全,激励,技巧,囮挑発,勲功,8,-,長束正家,丹羽家臣。主家没落後は豊臣家に仕え、五奉行の１人となる。算術に通じ、主家の賦課収納の財政処理を担当した。関ヶ原合戦では西軍に属し、戦後自害した。,0,0,0
594,脇坂,安治,58,66,47,37,38,124,75,246,-,わきざか,やすはる,1554年,1569年,1626年,73,-,家名存続,突撃,速攻,全軍突撃,実利,11,-,脇坂安治,豊臣家臣。賤ヶ岳七本槍の１人。主君・秀吉の中国征伐の際に「丹波の赤鬼」赤井直正を討ち取る功を立てた。関ヶ原合戦では東軍に寝返り所領を安堵された。,0,0,0
595,渡辺,勘兵衛,59,80,64,27,33,139,60,263,-,わたなべ,かんべえ,1562年,1577年,1640年,79,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,11,-,渡辺勘兵衛,阿閉家臣。主家滅亡後は豊臣・中村・増田・藤堂家に歴仕した。豊臣秀吉の小田原征伐の際、山中城に一番乗りし秀吉から賞賛された。大坂の陣後、浪人した。,0,0,0
596,六角,義賢,54,66,60,43,48,120,91,271,六角定頼,ろっかく,よしかた,1521年,1536年,1598年,78,-,所領拡大,奥義一閃,野襲,全軍突撃,実利,11,-,六角義賢,近江の戦国大名。定頼の子。江南に勢力を伸ばす。三好家に京を追われた足利将軍家を保護し、仲裁に奔走した。のち織田信長の上洛軍に敗れ、所領を失った。,1,0,0
597,六角,義治,44,63,34,38,30,107,68,209,六角義賢,ろっかく,よしはる,1544年,1559年,1612年,69,-,所領拡大,突撃,速攻,全軍突撃,家名,12,-,六角義治,近江の戦国大名。義賢の子。筆頭家老・後藤賢豊を謀殺し、家臣の信頼を失う。織田信長の上洛軍に敗れ、諸国を流浪した。晩年は豊臣秀頼の弓師範を務めた。,1,0,0
598,蒲生,定秀,59,59,64,59,63,118,122,304,-,がもう,さだひで,1508年,1523年,1579年,72,-,家名存続,急襲,復帰,囮挑発,家名,9,-,蒲生定秀,六角家臣。六角軍の先鋒として各地に出陣し、勇名を馳せた。主君・義治が後藤賢豊を謀殺して観音寺騒動が起こった際は、義治と家臣団間の調停役を務めた。,0,0,0
599,蒲生,賢秀,50,55,62,58,60,105,118,285,蒲生定秀,がもう,かたひで,1534年,1549年,1584年,51,-,所領拡大,足止め,回避,神出鬼没,才覚,7,-,蒲生賢秀,六角家臣。定秀の子。織田信長上洛の際は信長の三男・信孝が妹婿・神戸具盛の養子となった関係から織田家に属す。本能寺の変の際は信長の妻子を保護した。,1,0,0
600,蒲生,氏郷,88,89,81,86,79,177,165,423,蒲生賢秀,がもう,うじさと,1556年,1569年,1595年,40,-,天下人の眼光,銀の鯰尾,名将,本陣斬込,才覚,8,-,蒲生氏郷,織田家臣。賢秀の子。主君・信長の娘を娶る。本能寺の変後は豊臣秀吉に仕え活躍、陸奥会津９２万石を領した。文武に秀でたその器量を秀吉は恐れたという。,1,0,1
601,蒲生,秀行,45,49,40,49,42,94,91,225,蒲生氏郷,がもう,ひでゆき,1583年,1598年,1612年,30,-,領地保全,臨戦,万全,囮挑発,才覚,7,-,蒲生秀行,豊臣家臣。氏郷の嫡男。陸奥会津９２万石を継ぐが、家中内紛により下野宇都宮１８万石に減封された。関ヶ原合戦で東軍に属し、陸奥会津６０万石に戻った。,1,0,0
602,後藤,賢豊,47,49,60,70,66,96,136,292,-,ごとう,かたとよ,1519年,1534年,1563年,45,-,家名存続,急襲,復帰,囮挑発,勲功,7,-,後藤賢豊,六角家臣。進藤家とともに「六角家の両藤」と称された。主君・義賢親子が上洛した際は警護役を務めた。いわゆる観音寺騒動において主君・義治に殺された。,0,0,0
603,後藤,高治,27,30,46,41,40,57,81,184,後藤賢豊,ごとう,たかはる,1544年,1559年,1589年,46,-,所領拡大,臨戦,万全,囮挑発,家名,10,-,後藤高治,六角家臣。賢豊の次男。観音寺騒動で父が死去したのち、家督を継ぐ。進藤家と並ぶ「両藤」として義治の重臣となったが、織田信長の上洛軍に敗れ降伏した。,1,0,0
604,毛屋,武久,44,60,59,32,41,104,73,236,-,けや,たけひさ,1554年,1569年,1628年,75,-,領地保全,突撃,速攻,全軍突撃,才覚,6,-,毛屋武久,黒田家臣。近江の出身。柴田勝家など数家を経て、黒田家に仕官。物見に優れ、関ヶ原合戦では徳川家康に「敵は寡勢」と報告し、饅頭を与えられたという。,0,0,0
605,三雲,成持,47,57,52,48,47,104,95,251,-,みくも,しげもち,1540年,1555年,1603年,64,-,領地保全,急襲,復帰,囮挑発,実利,7,-,三雲成持,六角家臣。兄・賢持の死後、家督を継いだ。「六角氏式目」には父・定持とともに署名している。主家滅亡後は浪人生活を経て、織田信雄・蒲生氏郷に仕えた。,0,0,0
606,山崎,片家,45,47,52,42,44,92,86,230,-,やまざき,かたいえ,1547年,1562年,1591年,45,-,家名存続,臨戦,万全,囮挑発,才覚,8,-,山崎片家,六角家臣。山崎城主。主君・義治と不和になり、織田信長に仕える。本能寺の変後は一時明智光秀に属すが、のち豊臣秀吉に仕え摂津三田２万３千石を領した。,0,0,0
607,山崎,家盛,36,42,48,50,47,78,97,223,山崎片家,やまざき,いえもり,1567年,1582年,1614年,48,-,所領拡大,臨戦,万全,囮挑発,才覚,8,-,山崎家盛,豊臣家臣。片家の嫡男。伏見城の普請工事などを担当した。関ヶ原合戦では西軍に属すが、縁戚・池田輝政の尽力により改易を免れ、因幡若桜３万石を領した。,1,0,0
608,吉田,重政,49,74,46,27,30,123,57,226,-,よしだ,しげまさ,1485年,1500年,1569年,85,-,所領拡大,奥義一閃,野襲,全軍突撃,芸道,8,-,吉田重政,六角家臣。吉田流弓術の祖・重賢の子。主君・義賢から弓術の伝授を求められるが拒否して出奔、一時朝倉家に仕える。数年後に帰参し、義賢に弓術を授けた。,0,0,0
609,朽木,元綱,42,52,66,65,67,94,132,292,朽木晴綱,くつき,もとつな,1549年,1564年,1632年,84,-,領地保全,気勢崩し,堅固,囮挑発,家名,10,-,朽木元綱,近江の豪族。晴綱の子。織田信長の越前撤退の際に道案内を務め、以後は織田家に属した。本能寺の変後は豊臣秀吉に仕える。関ヶ原合戦では東軍に寝返った。,1,0,0
610,横山,喜内,59,76,79,46,62,135,108,322,-,よこやま,きない,1550年,1565年,1613年,64,-,家名存続,突撃,速攻,全軍突撃,才覚,4,-,横山喜内,蒲生家臣。九州征伐で功を立て、蒲生の姓と「郷」の字を賜り蒲生郷舎と称す。その後は石田家、藤堂家などを渡り歩きながら何度か蒲生家にも戻っている。,0,0,0
611,森田,浄雲,67,68,63,49,56,135,105,303,-,もりた,じょううん,1510年,1525年,1581年,72,-,所領拡大,忍法雲隠,伏兵,神出鬼没,才覚,7,-,森田浄雲,伊賀の豪族。猪田郷を所領とした。豪族連合の中心人物の１人という。織田信長の伊賀侵攻軍に対し、一之宮城を守って奮戦したが衆寡敵せず落城、戦死した。,0,0,0
612,植田,光次,64,59,71,38,53,123,91,285,-,うえだ,みつつぐ,1512年,1527年,1586年,75,-,領地保全,忍法雲隠,伏兵,神出鬼没,実利,6,-,植田光次,伊賀の豪族。伊賀十二人衆の中心人物。織田信雄の伊賀侵攻の際は、信雄の臣・柘植三郎左衛門を討ち、織田軍を撃退した。のち織田軍に敗れ、三河に逃れた。,0,0,0
613,大館,義実,25,38,38,66,51,63,117,218,-,おおだて,よしざね,1537年,1552年,1601年,65,-,領地保全,気勢崩し,堅固,囮挑発,実利,3,-,大館義実,足利家臣。関岡城主。義輝・義昭の２代に仕えた。幕府滅亡後は所領を失い、堺に住む。のちに朝鮮派兵に従い、伊賀に所領を得た。甲冑の研究家として著名。,0,0,0
